route_id,service_id,trip_id,trip_headsign,trip_short_name
ZKA IC,2023-05-12,2023-05-12_55111-0,Olsztyn Główny,ZKA 828 Warmia
ZKA IC,2023-05-12,2023-05-12_55113-2,Giżycko,ZKA 827 Mamry
ZKA IC,2023-05-12,2023-05-12_55115-4,Giżycko,ZKA 829 Warmia
IC,2023-05-12,2023-05-12_5600-1,Jelenia Góra,5600 Pomorzanin
IC,2023-05-12,2023-05-12_5602-3,Wrocław Główny,5602 Heweliusz
IC,2023-05-12,2023-05-12_5604-5,Wrocław Główny,5604 Mieszko
IC,2023-05-12,2023-05-12_56100-1,Wrocław Główny,56100 Jeziorak
IC,2023-05-12,2023-05-12_56102-3,Wrocław Główny,56102 Mamry
IC,2023-05-12,2023-05-12_56150-1,Wrocław Główny,56150 Lednica
IC,2023-05-12,2023-05-12_5620-1,Wrocław Główny,5620 Słowacki
IC,2023-05-12,2023-05-12_5700-1,Poznań Główny,5700 Bałtyk
IC,2023-05-12,2023-05-12_57000-1,Frankfurt (Oder),58 Gedania
IC,2023-05-12,2023-05-12_57100-1,Zielona Góra Główna,57100 Ukiel
IC,2023-05-12,2023-05-12_57102-3,Poznań Główny,57102 Drwęca
IC,2023-05-12,2023-05-12_57104-5,Zielona Góra Główna,57104 Bachus
IC,2023-05-12,2023-05-12_57108-9,Zielona Góra Główna,57108 Stoczniowiec
IC,2023-05-12,2023-05-12_58100-1_0,Szczecin Główny,58100 Albatros
IC,2023-05-12,2023-05-12_58100-1_1,Szczecin Główny,58100 Albatros
IC,2023-05-12,2023-05-12_58103-2_0,Szczecin Główny,58102 Żuławy
IC,2023-05-12,2023-05-12_58103-2_1,Szczecin Główny,58102 Żuławy
IC,2023-05-12,2023-05-12_58104-5_0,Szczecin Główny,58104 Bryza
IC,2023-05-12,2023-05-12_58104-5_1,Szczecin Główny,58104 Bryza
IC,2023-05-12,2023-05-12_58107-6_0,Szczecin Główny,58106 Gryf
IC,2023-05-12,2023-05-12_58107-6_1,Szczecin Główny,58106 Gryf
IC,2023-05-12,2023-05-12_58109-8_0,Szczecin Główny,58108 Stańczyk
IC,2023-05-12,2023-05-12_58109-8_1,Szczecin Główny,58108 Stańczyk
TLK,2023-05-12,2023-05-12_58110-1,Kostrzyn,58110 Bory Tucholskie
IC,2023-05-12,2023-05-12_60105,Jelenia Góra,60105 Mehoffer
EIC,2023-05-12,2023-05-12_6100-1,Warszawa Wschodnia,6100 Panorama
EIP,2023-05-12,2023-05-12_6102-3,Warszawa Wschodnia,6102
TLK,2023-05-12,2023-05-12_61100-1,Warszawa Wschodnia,61100 Orzeszkowa
IC,2023-05-12,2023-05-12_61103-2,Białystok,61102 Dąbrowska
IC,2023-05-12,2023-05-12_61104-5,Białystok,61104 Nałkowska
TLK,2023-05-12,2023-05-12_61170-1,Warszawa Gdańska,61170 Karkonosze
IC,2023-05-12,2023-05-12_6121-0,Warszawa Gdańska,6120 Asnyk
IC,2023-05-12,2023-05-12_6123-2,Warszawa Gdańska,6122 Baczyński
IC,2023-05-12,2023-05-12_6124-5,Warszawa Gdańska,6124 Fredro
IC,2023-05-12,2023-05-12_6126-7,Warszawa Gdańska,6126 Łużyce
IC,2023-05-12,2023-05-12_6128-9,Warszawa Gdańska,6128 Oleńka
IC,2023-05-12,2023-05-12_62100-1,Lublin Główny,62100 Bolko
IC,2023-05-12,2023-05-12_62102-3,Lublin Główny,62102 Morcinek
IC,2023-05-12,2023-05-12_6221-0,Lublin Główny,6220 Konopnicka
IC,2023-05-12,2023-05-12_6300-1,Przemyśl Główny,6300 Wyspiański
IC,2023-05-12,2023-05-12_6304-5,Przemyśl Główny,6304 Grottger
IC,2023-05-12,2023-05-12_63100-1,Kraków Główny,63100 Boznańska
TLK,2023-05-12,2023-05-12_63102-3,Kraków Główny,63102 Sudety
IC,2023-05-12,2023-05-12_63104-5,Przemyśl Główny,63104 Siemiradzki
IC,2023-05-12,2023-05-12_6500-1,Gdynia Główna,6500 Pomorzanin
IC,2023-05-12,2023-05-12_6503-2,Gdynia Główna,6502 Heweliusz
IC,2023-05-12,2023-05-12_6505-4,Gdynia Główna,6504 Mieszko
IC,2023-05-12,2023-05-12_65101-0,Olsztyn Główny,65100 Jeziorak
IC,2023-05-12,2023-05-12_65103-2,Olsztyn Główny,65102 Mamry
IC,2023-05-12,2023-05-12_6521-0,Ełk,6520 Słowacki
IC,2023-05-12,2023-05-12_66104,Wrocław Główny,66104 Mehoffer
IC,2023-05-12,2023-05-12_68101,Kołobrzeg,68101 Bosman
IC,2023-05-12,2023-05-12_68103-2,Słupsk,68102 Szkuner
IC,2023-05-12,2023-05-12_68105-4,Szczecin Główny,68104 Swarożyc
EIC,2023-05-12,2023-05-12_71000-1,Warszawa Gdańska,249 Berlin-Warszawa-Express
EIC,2023-05-12,2023-05-12_71002-3,Warszawa Gdańska,247 Berlin-Warszawa-Express
EIC,2023-05-12,2023-05-12_71004-5,Warszawa Gdańska,49 Berlin-Warszawa-Express
EIC,2023-05-12,2023-05-12_71008-9,Warszawa Gdańska,45 Berlin-Warszawa-Express
EIC,2023-05-12,2023-05-12_71010-1,Warszawa Gdańska,41 Berlin-Warszawa-Express
IC,2023-05-12,2023-05-12_71101-0,Warszawa Gdańska,71100 Dionizos
IC,2023-05-12,2023-05-12_71103-2,Warszawa Gdańska,71102 Zielonogórzanin
IC,2023-05-12,2023-05-12_71104-5,Warszawa Gdańska,71104 Warta
IC,2023-05-12,2023-05-12_7201-0,Lublin Główny,7200 Hetman
IC,2023-05-12,2023-05-12_72101-0,Lublin Główny,72100 Lubuszanin
IC,2023-05-12,2023-05-12_7300-1,Przemyśl Główny,7300 Ślązak
IC,2023-05-12,2023-05-12_73000-1,Przemyśl Główny,57 Wawel
TLK,2023-05-12,2023-05-12_73100-1,Kraków Główny,73100 Pułaski
IC,2023-05-12,2023-05-12_73102-3,Kraków Główny,73102 Wybicki
IC,2023-05-12,2023-05-12_73104-5,Przemyśl Główny,73104 Mehoffer
IC,2023-05-12,2023-05-12_7320-1,Kraków Główny,7320 Cegielski
IC,2023-05-12,2023-05-12_7322-3,Kraków Główny,7322 Barbakan
IC,2023-05-12,2023-05-12_74010-1,Bohumin,60457 Nightjet
TLK,2023-05-12,2023-05-12_74100,Katowice,74100 Spodek
IC,2023-05-12,2023-05-12_7500-1,Gdynia Główna,7500 Bałtyk
IC,2023-05-12,2023-05-12_75000-1,Gdynia Główna,59 Gedania
IC,2023-05-12,2023-05-12_75101-0,Olsztyn Główny,75100 Ukiel
IC,2023-05-12,2023-05-12_75102-3,Olsztyn Główny,75102 Drwęca
IC,2023-05-12,2023-05-12_75105-4,Gdynia Główna,75104 Bachus
IC,2023-05-12,2023-05-12_75106-7,Gdynia Główna,75106 Lednica
IC,2023-05-12,2023-05-12_75109-8,Gdynia Główna,75108 Stoczniowiec
IC,2023-05-12,2023-05-12_78101,Gorzów Wielkopolski,78101 Dionizos
IC,2023-05-12,2023-05-12_78103,Gorzów Wielkopolski,78103 Lubuszanin
IC,2023-05-12,2023-05-12_78173-2,Ustka,78172 Przemyślanin
IC,2023-05-12,2023-05-12_80104,Piła Główna,80104 Zamoyski
EIC,2023-05-12,2023-05-12_8100-1,Warszawa Wschodnia,8100 Chrobry
IC,2023-05-12,2023-05-12_81100-1,Warszawa Gdańska,81100 Gałczyński
IC,2023-05-12,2023-05-12_81102-3,Suwałki,81102 Podlasiak
IC,2023-05-12,2023-05-12_81104-5_0,Białystok,81104 Rybak
IC,2023-05-12,2023-05-12_81104-5_1,Białystok,81104 Rybak
IC,2023-05-12,2023-05-12_81106-7,Warszawa Gdańska,81106 Mewa
IC,2023-05-12,2023-05-12_81108-9,Łódź Fabryczna,81108 Włókniarz
IC,2023-05-12,2023-05-12_81110-1,Warszawa Gdańska,81110 Noteć
IC,2023-05-12,2023-05-12_81114-5,Łódź Fabryczna,81114 Pobrzeże
TLK,2023-05-12,2023-05-12_81170-1,Warszawa Gdańska,81170 Uznam
TLK,2023-05-12,2023-05-12_82100-1,Lublin Główny,82100 Staszic
TLK,2023-05-12,2023-05-12_82102-3,Lublin Główny,82102 Wyczółkowski
IC,2023-05-12,2023-05-12_82104-5,Hrubieszów Miasto,82104 Zamoyski
EIP,2023-05-12,2023-05-12_8300-1,Kraków Główny,8300
IC,2023-05-12,2023-05-12_8304-5,Przemyśl Główny,8304 Matejko
IC,2023-05-12,2023-05-12_8306-7,Kraków Główny,8306 Malczewski
IC,2023-05-12,2023-05-12_83100-1,Rzeszów Główny,83100 Górski
IC,2023-05-12,2023-05-12_83102-3,Kraków Główny,83102 Osterwa
IC,2023-05-12,2023-05-12_83104-5,Kraków Główny,83104 Chełmoński
IC,2023-05-12,2023-05-12_83106-7,Kraków Główny,83106 Zefir
TLK,2023-05-12,2023-05-12_83170-1,Kraków Główny,83170 Ustronie
IC,2023-05-12,2023-05-12_83172-3,Przemyśl Główny,83172 Przemyślanin
IC,2023-05-12,2023-05-12_84101-0,Katowice,84100 Gwarek
IC,2023-05-12,2023-05-12_84103-2,Bielsko-Biała Główna,84102 Szyndzielnia
IC,2023-05-12,2023-05-12_85100-1_0,Gdańsk Główny,85100 Albatros
IC,2023-05-12,2023-05-12_85100-1_1,Gdańsk Główny,85100 Albatros
IC,2023-05-12,2023-05-12_85102-3_0,Olsztyn Główny,85102 Żuławy
IC,2023-05-12,2023-05-12_85102-3_1,Olsztyn Główny,85102 Żuławy
IC,2023-05-12,2023-05-12_85104-5_0,Olsztyn Główny,85104 Bryza
IC,2023-05-12,2023-05-12_85104-5_1,Olsztyn Główny,85104 Bryza
IC,2023-05-12,2023-05-12_85106-7_0,Olsztyn Główny,85106 Gryf
IC,2023-05-12,2023-05-12_85106-7_1,Olsztyn Główny,85106 Gryf
IC,2023-05-12,2023-05-12_85108-9_0,Olsztyn Główny,85108 Stańczyk
IC,2023-05-12,2023-05-12_85108-9_1,Olsztyn Główny,85108 Stańczyk
TLK,2023-05-12,2023-05-12_85110-1,Gdynia Główna,85110 Bory Tucholskie
IC,2023-05-12,2023-05-12_86100,Wrocław Główny,86100 Bosman
IC,2023-05-12,2023-05-12_86103-2,Wrocław Główny,86102 Szkuner
IC,2023-05-12,2023-05-12_86104-5,Wrocław Główny,86104 Swarożyc
IC,2023-05-12,2023-05-12_87100,Zbąszynek,87100 Dionizos
IC,2023-05-12,2023-05-12_87102,Zbąszynek,87102 Lubuszanin
IC,2023-05-12,2023-05-12_87173-2,Poznań Główny,87172 Przemyślanin
IC,2023-05-12,2023-05-12_88105,Gorzów Wielkopolski,88105 Zamoyski
IC,2023-05-12,2023-05-12_9103-2,Warszawa Gdańska,9102 Łęcka
IC,2023-05-12,2023-05-12_9105-4,Warszawa Gdańska,9104 Prząśniczka
IC,2023-05-12,2023-05-12_9109-8,Warszawa Główna,9108 Jagna
IC,2023-05-12,2023-05-12_91101-0,Warszawa Gdańska,91100 Łodzianin
IC,2023-05-12,2023-05-12_9111-0,Warszawa Główna,9110 Tuwim
IC,2023-05-12,2023-05-12_9112-3,Warszawa Wschodnia,9112 Soplica
IC,2023-05-12,2023-05-12_91131-0,Warszawa Wschodnia,91130 Zosia
IC,2023-05-12,2023-05-12_91133-2,Warszawa Wschodnia,91132 Korczak
ZKA IC,2023-05-12,2023-05-12_9900,Warszawa Centralna,ZKA 608 Pilecki
ZKA IC,2023-05-12,2023-05-12_9902,Warszawa Centralna,ZKA 607 Pilecki
ZKA IC,2023-05-12,2023-05-12_9905,Białystok,ZKA 610 Narew
ZKA IC,2023-05-12,2023-05-12_9906-7,Piotrków Trybunalski,ZKA 800 Barbakan
ZKA IC,2023-05-12,2023-05-12_9908-9,Piotrków Trybunalski,ZKA 802 Kazimierz
ZKA IC,2023-05-12,2023-05-12_9910-1,Piotrków Trybunalski,ZKA 804 Witkacy
ZKA IC,2023-05-12,2023-05-12_9912-3,Piotrków Trybunalski,ZKA 806 Witkacy
ZKA IC,2023-05-12,2023-05-12_9914-5,Tomaszów Mazowiecki,ZKA 809 Cegielski
ZKA IC,2023-05-12,2023-05-12_9916-7,Piotrków Trybunalski,ZKA 812 Barbakan
IC,2023-05-13,2023-05-13_1002-3_0,Białystok,1002 Zamenhof
ZKA IC,2023-05-13,2023-05-13_1002-3_1,Białystok,1002 Zamenhof
TLK,2023-05-13,2023-05-13_10100-1,Białystok,10100 Żubr
TLK,2023-05-13,2023-05-13_10110-1,Warszawa Wschodnia,10110 Żubr
IC,2023-05-13,2023-05-13_1100-1,Łódź Fabryczna,1100 Narew
ZKA IC,2023-05-13,2023-05-13_1102-3_0,Warszawa Centralna,1102 Zamenhof
IC,2023-05-13,2023-05-13_1102-3_1,Warszawa Centralna,1102 Zamenhof
ZKA IC,2023-05-13,2023-05-13_1105,Białystok,ZKA 609 Narew
ZKA IC,2023-05-13,2023-05-13_1108-9,Tomaszów Mazowiecki,ZKA 801 Barbakan
ZKA IC,2023-05-13,2023-05-13_1110-1,Tomaszów Mazowiecki,ZKA 803 Kazimierz
IC,2023-05-13,2023-05-13_11100-1,Terespol,11100 Skaryna
IC,2023-05-13,2023-05-13_11102-3,Terespol,11102 Mickiewicz
IC,2023-05-13,2023-05-13_11104-5,Terespol,11104 Starzyński
IC,2023-05-13,2023-05-13_11110-1,Warszawa Wschodnia,11110 Skaryna
IC,2023-05-13,2023-05-13_11112-3,Warszawa Wschodnia,11112 Mickiewicz
IC,2023-05-13,2023-05-13_11114-5,Warszawa Wschodnia,11114 Starzyński
IC,2023-05-13,2023-05-13_11116-7,Warszawa Zachodnia,11116 Niemcewicz
ZKA IC,2023-05-13,2023-05-13_1112-3,Tomaszów Mazowiecki,ZKA 805 Cegielski
ZKA IC,2023-05-13,2023-05-13_1114-5,Piotrków Trybunalski,ZKA 808 Cegielski
ZKA IC,2023-05-13,2023-05-13_1116-7,Tomaszów Mazowiecki,ZKA 811 Kazimierz
IC,2023-05-13,2023-05-13_1200-1,Lublin Główny,1200 Czartoryski
IC,2023-05-13,2023-05-13_12010-1,Jagodin,12010 Kiev Express
IC,2023-05-13,2023-05-13_12100-1,Chełm,12100 Chełmianin
TLK,2023-05-13,2023-05-13_12120-1,Lublin Główny,12120 Inka
TLK,2023-05-13,2023-05-13_12122-3,Lublin Główny,12122 Czechowicz
IC,2023-05-13,2023-05-13_13000-1,Kraków Główny,143 Hańcza
EIP,2023-05-13,2023-05-13_1302-3,Kraków Główny,1302
EIP,2023-05-13,2023-05-13_1304-5,Kraków Główny,1304
EIP,2023-05-13,2023-05-13_1306-7,Kraków Główny,1306
IC,2023-05-13,2023-05-13_13100-1,Przemyśl Główny,13100 Malinowski
IC,2023-05-13,2023-05-13_13104-5,Przemyśl Główny,13104 Witos
IC,2023-05-13,2023-05-13_13106-7,Przemyśl Główny,13106 San
IC,2023-05-13,2023-05-13_13108-9,Kraków Główny,13108 Reymont
IC,2023-05-13,2023-05-13_13110-1,Kraków Główny,13110 Kinga
IC,2023-05-13,2023-05-13_13112-3_0,Zakopane,13112 Karłowicz
ZKA IC,2023-05-13,2023-05-13_13112-3_1,Zakopane,13112 Karłowicz
EIP,2023-05-13,2023-05-13_1400-1,Katowice,1400
IC,2023-05-13,2023-05-13_14000-1,Bohumin,116 Silesia
IC,2023-05-13,2023-05-13_14002-3,Petrovice U Karvine,103 Polonia
IC,2023-05-13,2023-05-13_14004-5,Bohumin,131 Batory
IC,2023-05-13,2023-05-13_14006-7,Bohumin,112 Silesia
IC,2023-05-13,2023-05-13_14008-9,Bohumin Vrbice,110 Silesia
IC,2023-05-13,2023-05-13_14010-1,Bohumin,407 Chopin
TLK,2023-05-13,2023-05-13_14100-1,Katowice,14100 Chemik
IC,2023-05-13,2023-05-13_1422-3,Bielsko-Biała Główna,1422 Pilecki
IC,2023-05-13,2023-05-13_1460-1,Wisła Uzdrowisko,1460 Daszyński
EIP,2023-05-13,2023-05-13_1500-1,Gdynia Główna,1500
EIP,2023-05-13,2023-05-13_1502-3,Gdynia Główna,1502
TLK,2023-05-13,2023-05-13_15102-3,Gdynia Główna,15102 Biebrza
IC,2023-05-13,2023-05-13_1512-3,Gdynia Główna,1512 Wybrzeże
IC,2023-05-13,2023-05-13_1520-1,Olsztyn Główny,1520 Warmia
IC,2023-05-13,2023-05-13_1522-3,Olsztyn Główny,1522 Mazury
IC,2023-05-13,2023-05-13_1524-5,Bydgoszcz Główna,1524 Kopernik
IC,2023-05-13,2023-05-13_1526-7,Bydgoszcz Główna,1526 Moniuszko
IC,2023-05-13,2023-05-13_1528-9,Bydgoszcz Główna,1528 Rejewski
IC,2023-05-13,2023-05-13_1530-1,Bydgoszcz Główna,1530 Brda
IC,2023-05-13,2023-05-13_1532-3,Gdynia Główna,1532 Kociewie
EIC,2023-05-13,2023-05-13_1600-1,Wrocław Główny,1600 Panorama
EIP,2023-05-13,2023-05-13_1602-3,Wrocław Główny,1602
TLK,2023-05-13,2023-05-13_16100-1,Jelenia Góra,16100 Orzeszkowa
IC,2023-05-13,2023-05-13_16102-3,Wrocław Główny,16102 Dąbrowska
IC,2023-05-13,2023-05-13_16104-5,Wrocław Główny,16104 Nałkowska
TLK,2023-05-13,2023-05-13_16170-1,Jelenia Góra,16170 Karkonosze
IC,2023-05-13,2023-05-13_1620-1,Wrocław Główny,1620 Asnyk
IC,2023-05-13,2023-05-13_1624-5,Wrocław Główny,1624 Fredro
IC,2023-05-13,2023-05-13_1650-1,Szklarska Poręba Górna,1650 Śnieżka
EIC,2023-05-13,2023-05-13_17000-1,Frankfurt (Oder),248 Berlin-Warszawa-Express
EIC,2023-05-13,2023-05-13_17002-3,Frankfurt (Oder),246 Berlin-Warszawa-Express
EIC,2023-05-13,2023-05-13_17004-5,Frankfurt (Oder),48 Berlin-Warszawa-Express
EIC,2023-05-13,2023-05-13_17008-9,Frankfurt (Oder),44 Berlin-Warszawa-Express
IC,2023-05-13,2023-05-13_17100-1,Zielona Góra Główna,17101 Dionizos
IC,2023-05-13,2023-05-13_17102-3,Zielona Góra Główna,17102 Zielonogórzanin
IC,2023-05-13,2023-05-13_17104-5,Poznań Główny,17104 Warta
IC,2023-05-13,2023-05-13_18100-1,Szczecin Główny,18100 Gałczyński
IC,2023-05-13,2023-05-13_18102-3,Świnoujście,18102 Podlasiak
IC,2023-05-13,2023-05-13_18105-4_0,Szczecin Główny,18104 Rybak
IC,2023-05-13,2023-05-13_18105-4_1,Szczecin Główny,18104 Rybak
IC,2023-05-13,2023-05-13_18106-7,Świnoujście,18106 Mewa
IC,2023-05-13,2023-05-13_18108-9,Poznań Główny,18108 Włókniarz
IC,2023-05-13,2023-05-13_18110-1,Piła Główna,18110 Noteć
IC,2023-05-13,2023-05-13_18115-4,Kołobrzeg,18114 Pobrzeże
IC,2023-05-13,2023-05-13_18153-2,Kołobrzeg,18152 Parsęta
TLK,2023-05-13,2023-05-13_18170-1,Świnoujście,18170 Uznam
IC,2023-05-13,2023-05-13_1906-7,Łódź Fabryczna,1906 Rubinstein
IC,2023-05-13,2023-05-13_1913-2_0,Łódź Widzew,1912 Soplica
ZKA IC,2023-05-13,2023-05-13_1913-2_1,Łódź Widzew,1912 Soplica
IC,2023-05-13,2023-05-13_19130-1,Łódź Fabryczna,19130 Zosia
ZKA IC,2023-05-13,2023-05-13_1914-5,Tomaszów Mazowiecki,ZKA 807 Witkacy
ZKA IC,2023-05-13,2023-05-13_1916-7,Piotrków Trybunalski,ZKA 810 Kazimierz
ZKA IC,2023-05-13,2023-05-13_1918-9,Tomaszów Mazowiecki,ZKA 813 Barbakan
IC,2023-05-13,2023-05-13_20100-1,Stalowa Wola Rozwadów,20100 Hetman
IC,2023-05-13,2023-05-13_2100-1,Warszawa Centralna,2100 Czartoryski
IC,2023-05-13,2023-05-13_21010-1,Warszawa Wschodnia,21010 Kiev Express
IC,2023-05-13,2023-05-13_21100-1,Warszawa Wschodnia,21100 Chełmianin
TLK,2023-05-13,2023-05-13_21110-1,Warszawa Gdańska,21110 Nida
TLK,2023-05-13,2023-05-13_21121-0,Warszawa Wschodnia,21120 Inka
TLK,2023-05-13,2023-05-13_21123-2,Warszawa Wschodnia,21122 Czechowicz
IC,2023-05-13,2023-05-13_22001,Chełm,23
IC,2023-05-13,2023-05-13_22002,Jagodin,24
IC,2023-05-13,2023-05-13_22004,Jagodin,22004
IC,2023-05-13,2023-05-13_22007,Chełm,22007
IC,2023-05-13,2023-05-13_22101-0,Hrubieszów Miasto,22100 Hetman
ZKA TLK,2023-05-13,2023-05-13_22105,Opoczno Południe,ZKA 816 Małopolska
ZKA TLK,2023-05-13,2023-05-13_22106,Tomaszów Mazowiecki,ZKA 817 Małopolska
ZKA TLK,2023-05-13,2023-05-13_22109,Opoczno Południe,ZKA 814 Małopolska
ZKA TLK,2023-05-13,2023-05-13_22110,Tomaszów Mazowiecki,ZKA 815 Małopolska
IC,2023-05-13,2023-05-13_23100-1,Kraków Główny,23100 Jagiełło
TLK,2023-05-13,2023-05-13_24001-0,Bohumin,310 Roztocze
IC,2023-05-13,2023-05-13_24100-1,Katowice,24100 Sztygar
IC,2023-05-13,2023-05-13_24103,Katowice,24103 Morcinek
IC,2023-05-13,2023-05-13_25100-1,Bydgoszcz Główna,25100 Kujawiak
IC,2023-05-13,2023-05-13_26100-1,Wrocław Główny,26100 Bolko
IC,2023-05-13,2023-05-13_26102-3,Wrocław Główny,26102 Morcinek
IC,2023-05-13,2023-05-13_2620-1,Wrocław Główny,2620 Konopnicka
IC,2023-05-13,2023-05-13_2622-3,Wrocław Główny,2622 Baczyński
IC,2023-05-13,2023-05-13_2701-0,Zielona Góra Główna,2700 Hetman
IC,2023-05-13,2023-05-13_27100-1,Zielona Góra Główna,27100 Lubuszanin
TLK,2023-05-13,2023-05-13_28100-1,Szczecin Główny,28100 Staszic
TLK,2023-05-13,2023-05-13_28102-3,Świnoujście,28102 Wyczółkowski
IC,2023-05-13,2023-05-13_28104-5,Kołobrzeg,28104 Zamoyski
ZKA TLK,2023-05-13,2023-05-13_30101,Jasło,ZKA 818 Bieszczady
ZKA TLK,2023-05-13,2023-05-13_30103,Jasło,ZKA 819 Wetlina
TLK,2023-05-13,2023-05-13_30112-3,Zagórz,30112 Bieszczady
IC,2023-05-13,2023-05-13_31000-1,Maćkowo,144 Hańcza
EIP,2023-05-13,2023-05-13_3102-3,Warszawa Wschodnia,3102
EIP,2023-05-13,2023-05-13_3106-7,Warszawa Wschodnia,3106
EIP,2023-05-13,2023-05-13_3108-9,Warszawa Gdańska,3108
IC,2023-05-13,2023-05-13_31100-1,Warszawa Gdańska,31100 Malinowski
IC,2023-05-13,2023-05-13_31102-3,Warszawa Gdańska,31102 Marszałek Piłsudski
IC,2023-05-13,2023-05-13_31104-5,Warszawa Wschodnia,31104 Witos
IC,2023-05-13,2023-05-13_31106-7,Warszawa Wschodnia,31106 San
IC,2023-05-13,2023-05-13_31108-9,Łódź Fabryczna,31108 Reymont
IC,2023-05-13,2023-05-13_31110-1,Warszawa Wschodnia,31110 Kinga
ZKA IC,2023-05-13,2023-05-13_31112-3_0,Warszawa Wschodnia,31112 Karłowicz
IC,2023-05-13,2023-05-13_31112-3_1,Warszawa Wschodnia,31112 Karłowicz
EIP,2023-05-13,2023-05-13_3112-3,Warszawa Gdańska,3112
IC,2023-05-13,2023-05-13_3128-9,Warszawa Wschodnia,3128 Łokietek
IC,2023-05-13,2023-05-13_32100-1,Lublin Główny,32100 Jagiełło
TLK,2023-05-13,2023-05-13_33001,Mostiska 2,32
TLK,2023-05-13,2023-05-13_33002,Przemyśl Główny,31
TLK,2023-05-13,2023-05-13_33007,Mostiska 2,33007
TLK,2023-05-13,2023-05-13_33008,Przemyśl Główny,33008
IC,2023-05-13,2023-05-13_33010,Przemyśl Główny,705
IC,2023-05-13,2023-05-13_33013,Mostiska 2,716
IC,2023-05-13,2023-05-13_33014,Przemyśl Główny,715
IC,2023-05-13,2023-05-13_33017,Mostiska 2,706
TLK,2023-05-13,2023-05-13_33025,Mostiska 2,36
TLK,2023-05-13,2023-05-13_33026,Przemyśl Główny,35
ZKA TLK,2023-05-13,2023-05-13_33110,Tarnów,ZKA 820 Wetlina
TLK,2023-05-13,2023-05-13_33112-3,Kraków Główny,33112 Bieszczady
ZKA TLK,2023-05-13,2023-05-13_33148,Tarnów,ZKA 823 Bieszczady
IC,2023-05-13,2023-05-13_34000-1,Bohumin,114 Cracovia
IC,2023-05-13,2023-05-13_34002-3,Bohumin,105 Porta Moravica
TLK,2023-05-13,2023-05-13_34004-5,Bohumin,212 Galicja
EIP,2023-05-13,2023-05-13_3500-1,Gdynia Główna,3500
EIP,2023-05-13,2023-05-13_3502-3,Gdynia Główna,3502
EIP,2023-05-13,2023-05-13_3504-5,Gdynia Główna,3504
EIP,2023-05-13,2023-05-13_3506-7,Gdynia Główna,3506
EIP,2023-05-13,2023-05-13_3508-9,Gdynia Główna,3508
EIP,2023-05-13,2023-05-13_3510-1,Gdynia Główna,3510
TLK,2023-05-13,2023-05-13_35102-3,Gdynia Główna,35102 Lubomirski
ZKA TLK,2023-05-13,2023-05-13_35104-5_0,Gdynia Główna,35104 Małopolska
TLK,2023-05-13,2023-05-13_35104-5_1,Gdynia Główna,35104 Małopolska
IC,2023-05-13,2023-05-13_3512-3,Gdynia Główna,3512 Piast
IC,2023-05-13,2023-05-13_3514-5,Gdynia Główna,3514 Artus
ZKA TLK,2023-05-13,2023-05-13_35170-1_0,Gdynia Główna,35170 Karpaty
TLK,2023-05-13,2023-05-13_35170-1_1,Gdynia Główna,35170 Karpaty
TLK,2023-05-13,2023-05-13_35172-3,Gdynia Główna,35173 Rozewie
IC,2023-05-13,2023-05-13_3520-1,Olsztyn Główny,3520 Żeromski
IC,2023-05-13,2023-05-13_3522-3,Olsztyn Główny,3522 Sienkiewicz
IC,2023-05-13,2023-05-13_3524-5,Olsztyn Główny,3524 Kolberg
IC,2023-05-13,2023-05-13_3526-7,Olsztyn Główny,3526 Orłowicz
IC,2023-05-13,2023-05-13_3532-3,Bydgoszcz Główna,3532 Kochanowski
IC,2023-05-13,2023-05-13_3534-5,Bydgoszcz Główna,3534 Kazimierz
ZKA IC,2023-05-13,2023-05-13_3560-1_0,Gdynia Główna,3560 Witkacy
IC,2023-05-13,2023-05-13_3560-1_1,Gdynia Główna,3560 Witkacy
IC,2023-05-13,2023-05-13_3600-1,Wrocław Główny,3600 Wyspiański
IC,2023-05-13,2023-05-13_3604-5,Wrocław Główny,3604 Grottger
IC,2023-05-13,2023-05-13_36100-1,Wrocław Główny,36100 Boznańska
TLK,2023-05-13,2023-05-13_36102-3,Jelenia Góra,36102 Sudety
IC,2023-05-13,2023-05-13_36104-5,Wrocław Główny,36104 Siemiradzki
TLK,2023-05-13,2023-05-13_36110-1,Kłodzko Miasto,36110 Wetlina
IC,2023-05-13,2023-05-13_3700-1,Poznań Główny,3700 Ślązak
IC,2023-05-13,2023-05-13_37000-1,Frankfurt (Oder),56 Wawel
TLK,2023-05-13,2023-05-13_37100-1,Poznań Główny,37100 Pułaski
IC,2023-05-13,2023-05-13_37102-3,Poznań Główny,37102 Wybicki
IC,2023-05-13,2023-05-13_37104-5,Zielona Góra Główna,37104 Mehoffer
IC,2023-05-13,2023-05-13_3720-1,Poznań Główny,3720 Cegielski
IC,2023-05-13,2023-05-13_3722-3,Poznań Główny,3722 Barbakan
EIP,2023-05-13,2023-05-13_3800-1,Kołobrzeg,3800
IC,2023-05-13,2023-05-13_3804-5,Szczecin Główny,3804 Matejko
IC,2023-05-13,2023-05-13_3806-7,Kołobrzeg,3806 Malczewski
IC,2023-05-13,2023-05-13_38100-1,Szczecin Główny,38100 Górski
IC,2023-05-13,2023-05-13_38102-3,Szczecin Główny,38102 Osterwa
