route_id,service_id,trip_id,trip_headsign,trip_short_name
IC,2023-05-08,2023-05-08_1002-3,Białystok,1002 Zamenhof
TLK,2023-05-08,2023-05-08_10100-1,Białystok,10100 Żubr
TLK,2023-05-08,2023-05-08_10110-1,Warszawa Wschodnia,10110 Żubr
IC,2023-05-08,2023-05-08_1100-1,Łódź Fabryczna,1100 Narew
IC,2023-05-08,2023-05-08_1102-3,Warszawa Centralna,1102 Zamenhof
ZKA IC,2023-05-08,2023-05-08_1105,Białystok,ZKA 609 Narew
ZKA IC,2023-05-08,2023-05-08_1108-9,Tomaszów Mazowiecki,ZKA 801 Barbakan
ZKA IC,2023-05-08,2023-05-08_1110-1,Tomaszów Mazowiecki,ZKA 803 Kazimierz
IC,2023-05-08,2023-05-08_11100-1,Terespol,11100 Skaryna
IC,2023-05-08,2023-05-08_11102-3,Terespol,11102 Mickiewicz
IC,2023-05-08,2023-05-08_11104-5,Terespol,11104 Starzyński
IC,2023-05-08,2023-05-08_11106-7,Terespol,11106 Niemcewicz
IC,2023-05-08,2023-05-08_11110-1,Warszawa Wschodnia,11110 Skaryna
IC,2023-05-08,2023-05-08_11112-3,Warszawa Wschodnia,11112 Mickiewicz
IC,2023-05-08,2023-05-08_11114-5,Warszawa Wschodnia,11114 Starzyński
IC,2023-05-08,2023-05-08_11116-7,Warszawa Zachodnia,11116 Niemcewicz
ZKA IC,2023-05-08,2023-05-08_1112-3,Tomaszów Mazowiecki,ZKA 805 Cegielski
ZKA IC,2023-05-08,2023-05-08_1114-5,Piotrków Trybunalski,ZKA 808 Cegielski
ZKA IC,2023-05-08,2023-05-08_1116-7,Tomaszów Mazowiecki,ZKA 811 Kazimierz
IC,2023-05-08,2023-05-08_1200-1,Lublin Główny,1200 Czartoryski
IC,2023-05-08,2023-05-08_12010-1,Jagodin,12010 Kiev Express
IC,2023-05-08,2023-05-08_1207-6,Lublin Główny,1206 Rubinstein
IC,2023-05-08,2023-05-08_12100-1,Chełm,12100 Chełmianin
TLK,2023-05-08,2023-05-08_12110-1,Kielce,12110 Nida
TLK,2023-05-08,2023-05-08_12120-1,Lublin Główny,12120 Inka
TLK,2023-05-08,2023-05-08_12122-3,Lublin Główny,12122 Czechowicz
EIP,2023-05-08,2023-05-08_1300-1,Kraków Główny,1300
IC,2023-05-08,2023-05-08_13000-1,Kraków Główny,143 Hańcza
EIP,2023-05-08,2023-05-08_1302-3,Kraków Główny,1302
EIP,2023-05-08,2023-05-08_1304-5,Kraków Główny,1304
EIP,2023-05-08,2023-05-08_1306-7,Kraków Główny,1306
EIP,2023-05-08,2023-05-08_1308-9,Kraków Główny,1308
EIP,2023-05-08,2023-05-08_1310-1,Kraków Główny,1310
IC,2023-05-08,2023-05-08_13100-1,Przemyśl Główny,13100 Malinowski
IC,2023-05-08,2023-05-08_13102-3,Kraków Główny,13102 Marszałek Piłsudski
IC,2023-05-08,2023-05-08_13104-5,Przemyśl Główny,13104 Witos
IC,2023-05-08,2023-05-08_13106-7,Przemyśl Główny,13106 San
IC,2023-05-08,2023-05-08_13108-9,Kraków Główny,13108 Reymont
IC,2023-05-08,2023-05-08_13110-1,Kraków Główny,13110 Kinga
IC,2023-05-08,2023-05-08_13112-3_0,Zakopane,13112 Karłowicz
ZKA IC,2023-05-08,2023-05-08_13112-3_1,Zakopane,13112 Karłowicz
EIP,2023-05-08,2023-05-08_1312-3,Kraków Główny,1312
EIP,2023-05-08,2023-05-08_1400-1,Katowice,1400
IC,2023-05-08,2023-05-08_14000-1,Bohumin,116 Silesia
IC,2023-05-08,2023-05-08_14002-3,Petrovice U Karvine,103 Polonia
IC,2023-05-08,2023-05-08_14004-5,Bohumin,131 Batory
IC,2023-05-08,2023-05-08_14006-7,Bohumin,112 Silesia
IC,2023-05-08,2023-05-08_14008-9,Bohumin Vrbice,110 Silesia
IC,2023-05-08,2023-05-08_14010-1,Bohumin,407 Chopin
EIC,2023-05-08,2023-05-08_1410-1,Katowice,1410 Ondraszek
TLK,2023-05-08,2023-05-08_14100-1,Katowice,14100 Chemik
IC,2023-05-08,2023-05-08_1420-1,Bielsko-Biała Główna,1420 Daszyński
IC,2023-05-08,2023-05-08_1422-3,Bielsko-Biała Główna,1422 Pilecki
EIP,2023-05-08,2023-05-08_1500-1,Gdynia Główna,1500
EIP,2023-05-08,2023-05-08_1502-3,Gdynia Główna,1502
IC,2023-05-08,2023-05-08_1510-1,Gdynia Główna,1510 Słowiniec
TLK,2023-05-08,2023-05-08_15102-3,Gdynia Główna,15102 Biebrza
IC,2023-05-08,2023-05-08_1512-3,Gdynia Główna,1512 Wybrzeże
IC,2023-05-08,2023-05-08_1520-1,Olsztyn Główny,1520 Warmia
IC,2023-05-08,2023-05-08_1522-3,Olsztyn Główny,1522 Mazury
IC,2023-05-08,2023-05-08_1524-5,Bydgoszcz Główna,1524 Kopernik
IC,2023-05-08,2023-05-08_1527,Bydgoszcz Główna,1526 Moniuszko
IC,2023-05-08,2023-05-08_1528-9,Bydgoszcz Główna,1528 Rejewski
IC,2023-05-08,2023-05-08_1530-1,Bydgoszcz Główna,1530 Brda
IC,2023-05-08,2023-05-08_1532-3,Gdynia Główna,1532 Kociewie
EIC,2023-05-08,2023-05-08_1600-1,Wrocław Główny,1600 Panorama
EIP,2023-05-08,2023-05-08_1602-3,Wrocław Główny,1602
TLK,2023-05-08,2023-05-08_16100-1,Jelenia Góra,16100 Orzeszkowa
IC,2023-05-08,2023-05-08_16102-3,Wrocław Główny,16102 Dąbrowska
IC,2023-05-08,2023-05-08_16104-5,Wrocław Główny,16104 Nałkowska
TLK,2023-05-08,2023-05-08_16170-1,Jelenia Góra,16170 Karkonosze
IC,2023-05-08,2023-05-08_1620-1,Wrocław Główny,1620 Asnyk
IC,2023-05-08,2023-05-08_1624-5,Wrocław Główny,1624 Fredro
IC,2023-05-08,2023-05-08_1626-7,Zgorzelec,1626 Łużyce
IC,2023-05-08,2023-05-08_1628-9,Wrocław Główny,1628 Oleńka
EIC,2023-05-08,2023-05-08_17000-1,Frankfurt (Oder),248 Berlin-Warszawa-Express
EIC,2023-05-08,2023-05-08_17002-3,Frankfurt (Oder),246 Berlin-Warszawa-Express
EIC,2023-05-08,2023-05-08_17004-5,Frankfurt (Oder),48 Berlin-Warszawa-Express
EIC,2023-05-08,2023-05-08_17008-9,Frankfurt (Oder),44 Berlin-Warszawa-Express
EIC,2023-05-08,2023-05-08_17010-1,Frankfurt (Oder),40 Berlin-Warszawa-Express
IC,2023-05-08,2023-05-08_17100-1,Zielona Góra Główna,17101 Dionizos
IC,2023-05-08,2023-05-08_17102-3,Zielona Góra Główna,17102 Zielonogórzanin
IC,2023-05-08,2023-05-08_17104-5,Poznań Główny,17104 Warta
EIC,2023-05-08,2023-05-08_1800-1,Szczecin Główny,1800 Chrobry
IC,2023-05-08,2023-05-08_18100-1,Szczecin Główny,18100 Gałczyński
IC,2023-05-08,2023-05-08_18102-3,Świnoujście,18102 Podlasiak
IC,2023-05-08,2023-05-08_18105-4_0,Szczecin Główny,18104 Rybak
IC,2023-05-08,2023-05-08_18105-4_1,Szczecin Główny,18104 Rybak
IC,2023-05-08,2023-05-08_18106-7,Świnoujście,18106 Mewa
IC,2023-05-08,2023-05-08_18108-9,Poznań Główny,18108 Włókniarz
IC,2023-05-08,2023-05-08_18110-1,Piła Główna,18110 Noteć
IC,2023-05-08,2023-05-08_18115-4,Kołobrzeg,18114 Pobrzeże
TLK,2023-05-08,2023-05-08_18170-1,Świnoujście,18170 Uznam
IC,2023-05-08,2023-05-08_1900-1,Łódź Fabryczna,1900 Boryna
IC,2023-05-08,2023-05-08_1902-3,Łódź Fabryczna,1902 Łęcka
IC,2023-05-08,2023-05-08_1904-5,Łódź Fabryczna,1904 Prząśniczka
IC,2023-05-08,2023-05-08_1906-7,Łódź Fabryczna,1906 Rubinstein
IC,2023-05-08,2023-05-08_1909-8,Łódź Fabryczna,1908 Jagna
IC,2023-05-08,2023-05-08_1910-1,Łódź Fabryczna,1910 Tuwim
IC,2023-05-08,2023-05-08_19100-1,Łódź Fabryczna,19100 Łodzianin
IC,2023-05-08,2023-05-08_1913-2_0,Łódź Widzew,1912 Soplica
ZKA IC,2023-05-08,2023-05-08_1913-2_1,Łódź Widzew,1912 Soplica
IC,2023-05-08,2023-05-08_19130-1,Łódź Fabryczna,19130 Zosia
IC,2023-05-08,2023-05-08_19132-3,Łódź Fabryczna,19132 Korczak
ZKA IC,2023-05-08,2023-05-08_1914-5,Tomaszów Mazowiecki,ZKA 807 Witkacy
ZKA IC,2023-05-08,2023-05-08_1916-7,Piotrków Trybunalski,ZKA 810 Kazimierz
ZKA IC,2023-05-08,2023-05-08_1918-9,Tomaszów Mazowiecki,ZKA 813 Barbakan
IC,2023-05-08,2023-05-08_20100-1,Stalowa Wola Rozwadów,20100 Hetman
IC,2023-05-08,2023-05-08_2100-1,Łódź Fabryczna,2100 Czartoryski
IC,2023-05-08,2023-05-08_21010-1,Warszawa Wschodnia,21010 Kiev Express
IC,2023-05-08,2023-05-08_21100-1,Warszawa Wschodnia,21100 Chełmianin
TLK,2023-05-08,2023-05-08_21110-1,Warszawa Gdańska,21110 Nida
TLK,2023-05-08,2023-05-08_21121-0,Warszawa Wschodnia,21120 Inka
TLK,2023-05-08,2023-05-08_21123-2,Warszawa Wschodnia,21122 Czechowicz
IC,2023-05-08,2023-05-08_22001,Chełm,23
IC,2023-05-08,2023-05-08_22002,Jagodin,24
IC,2023-05-08,2023-05-08_22004,Jagodin,22004
IC,2023-05-08,2023-05-08_22007,Chełm,22007
IC,2023-05-08,2023-05-08_22101-0,Hrubieszów Miasto,22100 Hetman
ZKA TLK,2023-05-08,2023-05-08_22105,Opoczno Południe,ZKA 816 Małopolska
ZKA TLK,2023-05-08,2023-05-08_22106,Tomaszów Mazowiecki,ZKA 817 Małopolska
ZKA TLK,2023-05-08,2023-05-08_22109,Opoczno Południe,ZKA 814 Małopolska
ZKA TLK,2023-05-08,2023-05-08_22110,Tomaszów Mazowiecki,ZKA 815 Małopolska
IC,2023-05-08,2023-05-08_23100-1,Kraków Główny,23100 Jagiełło
TLK,2023-05-08,2023-05-08_24001-0,Bohumin,310 Roztocze
IC,2023-05-08,2023-05-08_24100-1,Katowice,24100 Sztygar
IC,2023-05-08,2023-05-08_24103,Katowice,24103 Morcinek
IC,2023-05-08,2023-05-08_25100-1,Bydgoszcz Główna,25100 Kujawiak
IC,2023-05-08,2023-05-08_26100-1,Wrocław Główny,26100 Bolko
IC,2023-05-08,2023-05-08_26102-3,Wrocław Główny,26102 Morcinek
IC,2023-05-08,2023-05-08_2620-1,Wrocław Główny,2620 Konopnicka
IC,2023-05-08,2023-05-08_2622-3,Wrocław Główny,2622 Baczyński
IC,2023-05-08,2023-05-08_2701-0,Zielona Góra Główna,2700 Hetman
IC,2023-05-08,2023-05-08_27100-1,Zielona Góra Główna,27100 Lubuszanin
TLK,2023-05-08,2023-05-08_28100-1,Szczecin Główny,28100 Staszic
TLK,2023-05-08,2023-05-08_28102-3,Świnoujście,28102 Wyczółkowski
IC,2023-05-08,2023-05-08_28104-5,Kołobrzeg,28104 Zamoyski
ZKA TLK,2023-05-08,2023-05-08_30101,Jasło,ZKA 818 Bieszczady
ZKA TLK,2023-05-08,2023-05-08_30103,Jasło,ZKA 819 Wetlina
TLK,2023-05-08,2023-05-08_30110-1,Zagórz,30110 Wetlina
TLK,2023-05-08,2023-05-08_30112-3,Zagórz,30112 Bieszczady
ZKA TLK,2023-05-08,2023-05-08_30122,Tarnów,ZKA 822 Bieszczady
EIP,2023-05-08,2023-05-08_3100-1,Warszawa Wschodnia,3100
IC,2023-05-08,2023-05-08_31000-1,Maćkowo,144 Hańcza
EIP,2023-05-08,2023-05-08_3102-3,Warszawa Wschodnia,3102
EIP,2023-05-08,2023-05-08_3104-5,Warszawa Gdańska,3104
EIP,2023-05-08,2023-05-08_3106-7,Warszawa Wschodnia,3106
EIP,2023-05-08,2023-05-08_3108-9,Warszawa Gdańska,3108
EIP,2023-05-08,2023-05-08_3110-1,Warszawa Gdańska,3110
IC,2023-05-08,2023-05-08_31100-1,Warszawa Gdańska,31100 Malinowski
IC,2023-05-08,2023-05-08_31102-3,Warszawa Gdańska,31102 Marszałek Piłsudski
IC,2023-05-08,2023-05-08_31104-5,Warszawa Wschodnia,31104 Witos
IC,2023-05-08,2023-05-08_31106-7,Warszawa Wschodnia,31106 San
IC,2023-05-08,2023-05-08_31108-9,Łódź Fabryczna,31108 Reymont
IC,2023-05-08,2023-05-08_31110-1,Warszawa Wschodnia,31110 Kinga
ZKA IC,2023-05-08,2023-05-08_31112-3_0,Warszawa Wschodnia,31112 Karłowicz
IC,2023-05-08,2023-05-08_31112-3_1,Warszawa Wschodnia,31112 Karłowicz
EIP,2023-05-08,2023-05-08_3112-3,Warszawa Gdańska,3112
IC,2023-05-08,2023-05-08_3128-9,Warszawa Wschodnia,3128 Łokietek
IC,2023-05-08,2023-05-08_32100-1,Lublin Główny,32100 Jagiełło
TLK,2023-05-08,2023-05-08_33001,Mostiska 2,32
TLK,2023-05-08,2023-05-08_33002,Przemyśl Główny,31
TLK,2023-05-08,2023-05-08_33007,Mostiska 2,33007
TLK,2023-05-08,2023-05-08_33008,Przemyśl Główny,33008
IC,2023-05-08,2023-05-08_33010,Przemyśl Główny,705
IC,2023-05-08,2023-05-08_33013,Mostiska 2,716
IC,2023-05-08,2023-05-08_33014,Przemyśl Główny,715
IC,2023-05-08,2023-05-08_33017,Mostiska 2,706
TLK,2023-05-08,2023-05-08_33025,Mostiska 2,36
TLK,2023-05-08,2023-05-08_33026,Przemyśl Główny,35
TLK,2023-05-08,2023-05-08_33110-1,Kraków Główny,33110 Wetlina
TLK,2023-05-08,2023-05-08_33112-3,Kraków Główny,33112 Bieszczady
ZKA TLK,2023-05-08,2023-05-08_33160,Tarnów,ZKA 821 Wetlina
IC,2023-05-08,2023-05-08_34000-1,Bohumin,114 Cracovia
IC,2023-05-08,2023-05-08_34002-3,Bohumin,105 Porta Moravica
TLK,2023-05-08,2023-05-08_34004-5,Bohumin,212 Galicja
EIP,2023-05-08,2023-05-08_3500-1,Gdynia Główna,3500
EIP,2023-05-08,2023-05-08_3502-3,Gdynia Główna,3502
EIP,2023-05-08,2023-05-08_3504-5,Gdynia Główna,3504
EIP,2023-05-08,2023-05-08_3506-7,Gdynia Główna,3506
EIP,2023-05-08,2023-05-08_3508-9,Gdynia Główna,3508
EIP,2023-05-08,2023-05-08_3510-1,Gdynia Główna,3510
TLK,2023-05-08,2023-05-08_35102-3,Gdynia Główna,35102 Lubomirski
ZKA TLK,2023-05-08,2023-05-08_35104-5_0,Gdynia Główna,35104 Małopolska
TLK,2023-05-08,2023-05-08_35104-5_1,Gdynia Główna,35104 Małopolska
IC,2023-05-08,2023-05-08_3512-3,Gdynia Główna,3512 Piast
IC,2023-05-08,2023-05-08_3514-5,Gdynia Główna,3514 Artus
ZKA TLK,2023-05-08,2023-05-08_35170-1_0,Gdynia Główna,35170 Karpaty
TLK,2023-05-08,2023-05-08_35170-1_1,Gdynia Główna,35170 Karpaty
TLK,2023-05-08,2023-05-08_35172-3,Gdynia Główna,35173 Rozewie
IC,2023-05-08,2023-05-08_3520-1,Olsztyn Główny,3520 Żeromski
IC,2023-05-08,2023-05-08_3522-3,Olsztyn Główny,3522 Sienkiewicz
IC,2023-05-08,2023-05-08_3524-5,Olsztyn Główny,3524 Kolberg
IC,2023-05-08,2023-05-08_3526-7,Olsztyn Główny,3526 Orłowicz
IC,2023-05-08,2023-05-08_3532-3,Bydgoszcz Główna,3532 Kochanowski
IC,2023-05-08,2023-05-08_3534-5,Bydgoszcz Główna,3534 Kazimierz
ZKA IC,2023-05-08,2023-05-08_3560-1_0,Gdynia Główna,3560 Witkacy
IC,2023-05-08,2023-05-08_3560-1_1,Gdynia Główna,3560 Witkacy
IC,2023-05-08,2023-05-08_3600-1,Wrocław Główny,3600 Wyspiański
IC,2023-05-08,2023-05-08_3604-5,Wrocław Główny,3604 Grottger
IC,2023-05-08,2023-05-08_36100-1,Wrocław Główny,36100 Boznańska
TLK,2023-05-08,2023-05-08_36102-3,Jelenia Góra,36102 Sudety
IC,2023-05-08,2023-05-08_36104-5,Wrocław Główny,36104 Siemiradzki
IC,2023-05-08,2023-05-08_3700-1,Poznań Główny,3700 Ślązak
IC,2023-05-08,2023-05-08_37000-1,Frankfurt (Oder),56 Wawel
TLK,2023-05-08,2023-05-08_37100-1,Poznań Główny,37100 Pułaski
IC,2023-05-08,2023-05-08_37102-3,Poznań Główny,37102 Wybicki
IC,2023-05-08,2023-05-08_37104-5,Zielona Góra Główna,37104 Mehoffer
IC,2023-05-08,2023-05-08_3720-1,Poznań Główny,3720 Cegielski
IC,2023-05-08,2023-05-08_3722-3,Poznań Główny,3722 Barbakan
EIP,2023-05-08,2023-05-08_3800-1,Kołobrzeg,3800
IC,2023-05-08,2023-05-08_3804-5,Szczecin Główny,3804 Matejko
IC,2023-05-08,2023-05-08_3806-7,Kołobrzeg,3806 Malczewski
IC,2023-05-08,2023-05-08_38100-1,Szczecin Główny,38100 Górski
IC,2023-05-08,2023-05-08_38102-3,Szczecin Główny,38102 Osterwa
IC,2023-05-08,2023-05-08_38104-5,Świnoujście,38104 Chełmoński
IC,2023-05-08,2023-05-08_38106-7,Piła Główna,38106 Zefir
TLK,2023-05-08,2023-05-08_38170-1,Kołobrzeg,38171 Ustronie
IC,2023-05-08,2023-05-08_38172-3,Świnoujście,38172 Przemyślanin
IC,2023-05-08,2023-05-08_40001,Bohumin,101 Moravia
IC,2023-05-08,2023-05-08_41000-1,Warszawa Gdańska,117 Silesia
IC,2023-05-08,2023-05-08_41002-3,Warszawa Wschodnia,102 Polonia
IC,2023-05-08,2023-05-08_41004-5,Terespol,130 Batory
IC,2023-05-08,2023-05-08_41006-7,Warszawa Wschodnia,113 Silesia
IC,2023-05-08,2023-05-08_41008-9,Warszawa Gdańska,111 Silesia
IC,2023-05-08,2023-05-08_41010-1,Warszawa Wschodnia,406 Chopin
EIC,2023-05-08,2023-05-08_4110-1,Warszawa Wschodnia,4110 Ondraszek
TLK,2023-05-08,2023-05-08_41100-1,Płock,41100 Chemik
IC,2023-05-08,2023-05-08_4120-1,Warszawa Wschodnia,4120 Daszyński
IC,2023-05-08,2023-05-08_4122-3,Białystok,4122 Pilecki
TLK,2023-05-08,2023-05-08_42000-1,Lublin Główny,311 Roztocze
IC,2023-05-08,2023-05-08_42100-1,Lublin Główny,42100 Sztygar
IC,2023-05-08,2023-05-08_42102,Kielce,42102 Morcinek
IC,2023-05-08,2023-05-08_43000-1,Przemyśl Główny,115 Cracovia
IC,2023-05-08,2023-05-08_43002-3,Przemyśl Główny,104 Porta Moravica
TLK,2023-05-08,2023-05-08_43004-5,Kraków Główny,213 Galicja
IC,2023-05-08,2023-05-08_44000,Katowice,100 Moravia
EIP,2023-05-08,2023-05-08_4500-1,Gdynia Główna,4500
IC,2023-05-08,2023-05-08_45000-1,Gdynia Główna,106 Sobieski
EIP,2023-05-08,2023-05-08_4502-3,Gdynia Główna,4502
EIP,2023-05-08,2023-05-08_4504-5,Gdynia Główna,4504
EIP,2023-05-08,2023-05-08_4506-7,Gdynia Główna,4506
EIP,2023-05-08,2023-05-08_4508-9,Gdynia Główna,4508
TLK,2023-05-08,2023-05-08_45100-1,Gdynia Główna,45100 Doker
TLK,2023-05-08,2023-05-08_45102-3,Gdynia Główna,45102 Flisak
IC,2023-05-08,2023-05-08_45150-1,Bydgoszcz Główna,45150 Halny
IC,2023-05-08,2023-05-08_4520-1,Gdynia Główna,4520 Hutnik
IC,2023-05-08,2023-05-08_4522-3,Olsztyn Główny,4522 Skarbek
IC,2023-05-08,2023-05-08_4524-5,Olsztyn Główny,4524 Kormoran
IC,2023-05-08,2023-05-08_47010-1,Frankfurt (Oder),60456 Nightjet
TLK,2023-05-08,2023-05-08_47101,Poznań Główny,47100 Spodek
IC,2023-05-08,2023-05-08_48101-0,Słupsk,48100 Gwarek
IC,2023-05-08,2023-05-08_48102-3,Ustka,48102 Szyndzielnia
EIP,2023-05-08,2023-05-08_5100-1,Warszawa Centralna,5100
EIP,2023-05-08,2023-05-08_5102-3,Warszawa Centralna,5102
EIP,2023-05-08,2023-05-08_5104-5,Warszawa Centralna,5104
IC,2023-05-08,2023-05-08_5110-1,Warszawa Wschodnia,5110 Słowiniec
TLK,2023-05-08,2023-05-08_51102-3,Warszawa Wschodnia,51102 Biebrza
IC,2023-05-08,2023-05-08_5112-3,Warszawa Zachodnia,5112 Wybrzeże
IC,2023-05-08,2023-05-08_5122-3,Łódź Fabryczna,5122 Mazury
IC,2023-05-08,2023-05-08_5124-5,Warszawa Wschodnia,5124 Kopernik
IC,2023-05-08,2023-05-08_5126-7,Warszawa Centralna,5126 Moniuszko
IC,2023-05-08,2023-05-08_5128-9,Warszawa Gdańska,5128 Rejewski
IC,2023-05-08,2023-05-08_5130-1,Warszawa Centralna,5130 Brda
IC,2023-05-08,2023-05-08_5132-3,Łódź Fabryczna,5132 Kociewie
IC,2023-05-08,2023-05-08_52100-1,Chełm,52100 Kujawiak
EIP,2023-05-08,2023-05-08_5300-1,Kraków Główny,5300
EIP,2023-05-08,2023-05-08_5302-3,Kraków Główny,5302
EIP,2023-05-08,2023-05-08_5304-5,Kraków Główny,5304
EIP,2023-05-08,2023-05-08_5306-7,Kraków Główny,5306
EIP,2023-05-08,2023-05-08_5308-9,Rzeszów Główny,5308
EIP,2023-05-08,2023-05-08_5310-1,Kraków Główny,5310
TLK,2023-05-08,2023-05-08_53102-3,Kraków Główny,53102 Lubomirski
TLK,2023-05-08,2023-05-08_53104-5_0,Zakopane,53104 Małopolska
ZKA TLK,2023-05-08,2023-05-08_53104-5_1,Zakopane,53104 Małopolska
IC,2023-05-08,2023-05-08_5312-3,Kraków Główny,5312 Piast
IC,2023-05-08,2023-05-08_5314-5,Przemyśl Główny,5314 Artus
TLK,2023-05-08,2023-05-08_53170-1_0,Zakopane,53171 Karpaty
ZKA TLK,2023-05-08,2023-05-08_53170-1_1,Zakopane,53171 Karpaty
TLK,2023-05-08,2023-05-08_53172-3,Kraków Główny,53172 Rozewie
IC,2023-05-08,2023-05-08_5320-1,Kraków Główny,5320 Żeromski
IC,2023-05-08,2023-05-08_5322-3,Kraków Główny,5322 Sienkiewicz
IC,2023-05-08,2023-05-08_5324-5,Kraków Główny,5324 Kolberg
IC,2023-05-08,2023-05-08_5326-7,Kraków Główny,5326 Orłowicz
IC,2023-05-08,2023-05-08_5328-9,Kraków Główny,5328 Warmia
IC,2023-05-08,2023-05-08_5332-3,Rzeszów Główny,5332 Kochanowski
IC,2023-05-08,2023-05-08_5334-5,Kraków Główny,5334 Kazimierz
IC,2023-05-08,2023-05-08_5360-1_0,Zakopane,5360 Witkacy
ZKA IC,2023-05-08,2023-05-08_5360-1_1,Zakopane,5360 Witkacy
EIP,2023-05-08,2023-05-08_5400-1,Katowice,5400
IC,2023-05-08,2023-05-08_54000-1,Bohumin,107 Sobieski
EIP,2023-05-08,2023-05-08_5402-3,Katowice,5402
EIP,2023-05-08,2023-05-08_5404-5,Gliwice,5404
EIP,2023-05-08,2023-05-08_5406-7,Bielsko-Biała Główna,5406
TLK,2023-05-08,2023-05-08_54100-1,Katowice,54100 Doker
TLK,2023-05-08,2023-05-08_54102-3,Katowice,54102 Flisak
IC,2023-05-08,2023-05-08_54150-1,Bielsko-Biała Główna,54150 Halny
IC,2023-05-08,2023-05-08_5420-1,Bielsko-Biała Główna,5420 Hutnik
IC,2023-05-08,2023-05-08_5422-3,Racibórz,5422 Skarbek
IC,2023-05-08,2023-05-08_5424-5,Bielsko-Biała Główna,5424 Kormoran
ZKA TLK,2023-05-08,2023-05-08_55100,Jabłonowo Pomorskie,ZKA 694 Flisak
ZKA TLK,2023-05-08,2023-05-08_55103,Malbork,ZKA 693 Flisak
ZKA IC,2023-05-08,2023-05-08_55105-4,Olsztyn Główny,ZKA 826 Mamry
ZKA IC,2023-05-08,2023-05-08_55111-0,Olsztyn Główny,ZKA 828 Warmia
ZKA IC,2023-05-08,2023-05-08_55113-2,Giżycko,ZKA 827 Mamry
ZKA IC,2023-05-08,2023-05-08_55115-4,Giżycko,ZKA 829 Warmia
IC,2023-05-08,2023-05-08_5600-1,Jelenia Góra,5600 Pomorzanin
IC,2023-05-08,2023-05-08_5602-3,Wrocław Główny,5602 Heweliusz
IC,2023-05-08,2023-05-08_5604-5,Wrocław Główny,5604 Mieszko
IC,2023-05-08,2023-05-08_56100-1,Wrocław Główny,56100 Jeziorak
IC,2023-05-08,2023-05-08_56102-3,Wrocław Główny,56102 Mamry
IC,2023-05-08,2023-05-08_5620-1,Wrocław Główny,5620 Słowacki
IC,2023-05-08,2023-05-08_5700-1,Poznań Główny,5700 Bałtyk
IC,2023-05-08,2023-05-08_57000-1,Frankfurt (Oder),58 Gedania
IC,2023-05-08,2023-05-08_57100-1,Zielona Góra Główna,57100 Ukiel
IC,2023-05-08,2023-05-08_57102-3,Poznań Główny,57102 Drwęca
IC,2023-05-08,2023-05-08_57104-5,Zielona Góra Główna,57104 Bachus
IC,2023-05-08,2023-05-08_57106-7,Poznań Główny,57106 Lednica
IC,2023-05-08,2023-05-08_57108-9,Zielona Góra Główna,57108 Stoczniowiec
IC,2023-05-08,2023-05-08_58100-1_0,Szczecin Główny,58100 Albatros
IC,2023-05-08,2023-05-08_58100-1_1,Szczecin Główny,58100 Albatros
IC,2023-05-08,2023-05-08_58103-2_0,Szczecin Główny,58102 Żuławy
IC,2023-05-08,2023-05-08_58103-2_1,Szczecin Główny,58102 Żuławy
IC,2023-05-08,2023-05-08_58104-5_0,Szczecin Główny,58104 Bryza
IC,2023-05-08,2023-05-08_58104-5_1,Szczecin Główny,58104 Bryza
IC,2023-05-08,2023-05-08_58107-6_0,Szczecin Główny,58106 Gryf
IC,2023-05-08,2023-05-08_58107-6_1,Szczecin Główny,58106 Gryf
IC,2023-05-08,2023-05-08_58109-8_0,Szczecin Główny,58108 Stańczyk
IC,2023-05-08,2023-05-08_58109-8_1,Szczecin Główny,58108 Stańczyk
TLK,2023-05-08,2023-05-08_58110-1,Kostrzyn,58110 Bory Tucholskie
IC,2023-05-08,2023-05-08_60105,Jelenia Góra,60105 Mehoffer
EIC,2023-05-08,2023-05-08_6100-1,Warszawa Wschodnia,6100 Panorama
EIP,2023-05-08,2023-05-08_6102-3,Warszawa Wschodnia,6102
TLK,2023-05-08,2023-05-08_61100-1,Warszawa Wschodnia,61100 Orzeszkowa
IC,2023-05-08,2023-05-08_61103-2,Białystok,61102 Dąbrowska
IC,2023-05-08,2023-05-08_61104-5,Białystok,61104 Nałkowska
TLK,2023-05-08,2023-05-08_61170-1,Warszawa Gdańska,61170 Karkonosze
IC,2023-05-08,2023-05-08_6121-0,Warszawa Gdańska,6120 Asnyk
IC,2023-05-08,2023-05-08_6123-2,Warszawa Gdańska,6122 Baczyński
IC,2023-05-08,2023-05-08_6124-5,Warszawa Gdańska,6124 Fredro
IC,2023-05-08,2023-05-08_6126-7,Warszawa Gdańska,6126 Łużyce
IC,2023-05-08,2023-05-08_6128-9,Warszawa Gdańska,6128 Oleńka
IC,2023-05-08,2023-05-08_62100-1,Lublin Główny,62100 Bolko
IC,2023-05-08,2023-05-08_62102-3,Lublin Główny,62102 Morcinek
IC,2023-05-08,2023-05-08_6221-0,Lublin Główny,6220 Konopnicka
IC,2023-05-08,2023-05-08_6300-1,Przemyśl Główny,6300 Wyspiański
IC,2023-05-08,2023-05-08_6304-5,Przemyśl Główny,6304 Grottger
IC,2023-05-08,2023-05-08_63100-1,Kraków Główny,63100 Boznańska
